label,Sentence
voice_phising,고객님 일 억에 지금 금리가 사 승인 나셨고 육십 개로 제가 잡아 드렸어요
voice_phising,내일 당장이 아니더라도 의원님께서 시간을 달라고 하면 시간을 드릴 수는 있습니다.
councel,메뉴 상단 보시면 고객센터 클릭하시고 오른쪽 아래 두 번째에 있습니다.
voice_phising,그러니까 잠시만요.
councel,안녕하십니까? 차연교육 상담사 김연지입니다.
voice_phising,"아니, 왜 끊으셨어요?"
councel,"지금 구매하시면 이번 주 금요일에 도착, 다음 주 월요일에 바오 바로 수업 시작 가능하십니다."
councel,죄송합니다.
councel,소개 건은 최대 다섯 명까지 적립 가능합니다.
councel,감사합니다. 상담사 홍길동이었습니다.
councel,다른 궁금한 사항은 없으신가요?
councel,"네, 그럼 해지해 드릴까요?"
councel,한국 한자와 일본어나 중국어 들어가는 한자가 다르긴 하지만 뜻은 같습니다.
councel,양도는 불가합니다.
voice_phising,우리은행이 하나만 거래하신 거죠?
voice_phising,그런데 지금부터 통장을 양도해 주신 사실이 없다고 진술하겠습니다.
voice_phising,그래서 회수처리를 하고 혹시나 회수가 안 되더라도 전부 다 재발한 통해서 혹시나 본인 피해 보더라도 전부 다 보상 처리가 가능하게끔 조치를 해 드린다는 얘기입니다
voice_phising,저희가 왜 김영철 관련해서 여쭤봤냐면 저희가 현재 김영철 주범으로 인한 금융범죄 살인을 검거했습니다.
voice_phising,혹시 금융권에서 본인 앞으로 본인이 개인정보가 유출이 에서 마지막으로 사용하신 뒤에 만약에 범죄자들한테 피해를 안 보셨다면 현재 당권 잔액이 대략 얼마 정도 남으셔야 정상이시라고 생각하고 계십니까 한만은 한 이십몇만 원 줄 거고 한은 적금을 제외하실 때 통장 두 개를 합쳐서 대략적으로 말씀해 주시면 되겠습니다 를 합쳐서 대략 백만원 미만 더 이렇게 백만원 미만으로 되시고 적금 같은 경우는 피해를 안 보셨을 경우에는 대략 얼마 정도 남으셔야 동성이시라고 생각하고 계십니까?
voice_phising,계약하신 기간 동안 잘 사용되셨다고 완화처리가 되었다고 대출 한건을 만들어드렸다가 없애드리는 방법이에요.
voice_phising,저도 고객님처럼 시간을 돌릴 수 있으면 돌려서 그냥 부결났던 때로 돌려서 그냥 아쉽지만 대출 진행 어렵습니다
voice_phising,"이 부분이 뭐냐면 본인의 수사 중에 제3자라든지 김재문 일행으로부터 2차 피해나 3차 피해, 금전적으로 피해 보시는 부분에 대해서는 재산 보험 신청서를 통해서 보상 처리가 가능하다는 겁니다."
voice_phising,일단 모아에서 자금이 나오신 거예요.
voice_phising,이날이 수요일인데 직장인이시면 이날도 직장에 계셨어요.
voice_phising,그러면 지금 진술하신 거 은행 것 외에 자금의 흐름이 있는 통장을 발견하게 되면 본인한테 저희가 다시 한 번 여쭤보고 직접 그동안 통장이 아니기 때문에 제가 대권 통장을 감사를 정치를 할 때 카드를 잘못 확인을 했었는데 우리은행에서 운영을 해야 그런데 그거를 그때 이후로 한 번도 쓴 적이 없어서 한 번도 우리은행이나 그런 신문사라고 보시면 돼요.
councel,"네, 맞습니다."
councel,네 고객님 카드사와 카드 번호 부탁드립니다.
councel,마찬가지로 삼만 원입니다.
councel,통신사가 어떻게 되세요?
voice_phising,이 기간에는 특히나 8개월 정도 비 의 기관이 될 거고요.
voice_phising,개인 사업이시구요.
councel,"네, 저희 온라인 구운몽 홈페이지 들어가시며언 다양한 체험이 가능합니다."
voice_phising,그러면 제가 그렇게 뭐 저도 뭐 통장에 잔고 확인하고 서비스 받고 하면 한 150 정도는 될 것 같은데 그렇게 도와드려요 있습니다.
voice_phising,녹취 과정이니까 본인에게 다시 할게요.
councel,삼백 만 원입니다.
councel,"네, 환불계좌 말씀 부탁드립니다."
councel,다른 지역으로 옮겨도 서버가 복구되는데 시간이 필요합니다.
voice_phising,농협 은행권에서 CNN(CVC?) 코드가 그대로 이제 대구 은행권으로 따라가는지 그거를 제가 한번 확인을 해 보고 대구 은행권으로 깡통 계좌를 확인해 보겠습니다.
councel,"네 어, 네, 상관없습니다."
councel,학습지 교재는 추가 구매가 어렵습니다.
voice_phising,출석 요구서가 발행이 될 거예요
councel,맞습니다.
voice_phising,다 확인 증거 자료를 토대로 본인 피해자 입증 절차가 진행이 되실 거예요.
councel,홈페이지에서 가능합니다.
voice_phising,서울 중앙지검의 곽장 아닙니다.
councel,다른 지역으로 옮겨도 서버가 복구 되는데 시간이 필요합니다.
councel,"네, 맞습니다. 구운몽 학습지 고객센타 상담사 성진입니다."
voice_phising,"이 청약 건 네, 본인의 대작건에 대해서, 입추용 대작건에 대해서 저희가 본인의 차명계좌를 발급해 드릴 거예요."
councel,중단 후 이어가는 것 가능합니다.
councel,"네, 안녕하세요. 왕초보 일 일 영어 홍길동입니다. 무엇을 도와드릴까요?"
voice_phising,시 사기 및 전자금융거래법 위반의 혐의 건으로 확인이 되시고요.
councel,"아하, 그렇습니다."
voice_phising,일 사건번호 말씀해 주시고요. 이고 일서 창원일사 조사 일 구 하나 3 0번이십니까
voice_phising,"가해자일 가능성도 완전하게 배제를 하고 있지 않아요, 지금. 그렇기 때문에 제가 일련의 수사 과정들을 말씀을 드렸을 때 혹시 본인께서 해당 기사를 이제 해지를 하시거나 안에 들어 있는 자금 자체를 안전한 계좌로 옮기는 방식의 증거 자체를 은닉 혹은 은멸하시려는 시도를 하실 수 있기 때문에 혹시 개인께서 해당 계좌에 대해서 조회 이체 해지 이런 것 들을 하실 수 없도록 저희가 막아놨다는 걸 의미하고요"
councel,위약금 없습니다.
voice_phising,그 밀알 교회 앞으로 갈게요
voice_phising,"네, 마지막으로 금융사기권이다 보니 인 피해자 입증 절차가 완료되시기 전까지 3자 발설 시 본인에게 불리할 수 있다는 점 알려드리며 지금까지 수사관 조태석이었고요."
voice_phising,신랑한테 물어 보고 대답하고 상의해 보시고요.
voice_phising,능력하고 기본이 잠시만요.
voice_phising,서울지방경찰청 김연아 수사관입니다.
councel,전화로는 불가합니다.
voice_phising,는 국민은행에서 현대카드에서 이렇게 1500만 원 받았다 확인이 되시잖아요
councel,위약금 없습니다.
councel,처리해 드렸습니다.
councel,셰어링 이러닝 교육 상담원 김나봉입니다. 무엇을 도와드릴까여?
councel,네 본인이 하셔야 해요.
voice_phising,상담을 받아 가지고 예를 들어서 만약에 카드론 대출이 오백만원 이상 대출이 가능하다고 하면 이 금액을 본인께서 일단 대출을 받아 놓으셔야 돼요
councel,사정에 따라 다릅니다.
councel,같이 보셔야 합니다.
voice_phising,지금 현재 손님들이 불법 기재로 사용되고 있다는 점 혹시 처음 들으신 거예요?
voice_phising,금리 확인 감사드리고 상환 방식과 매달 상환하실 상환 금액에 대해서 설명해 드리겠습니다
councel,네 죄송합니다. 고객님 현재 통화량이 많아서 그런것 같습니다.
voice_phising,사십대 남성인데 혹시 이용하시는 부분 있으세요
voice_phising,그 두 개란 어디를 얘기하신 거죠?
councel,안녕하세요. 구운몽 학습지입니다.
councel,일 회 수업분 사만 원 입금될 예정입니다.
voice_phising,현재 본인 통장으로 지금 다른 분들이 많은 분들이 피해를 보셨고 피해를 보신 분들은 현재 고소업을 한 상태입니다.
councel,네. 가능하십니다.
councel,별말쓰름여.
councel,네. 국민은행 계좌로 등록되어 있습니다.
councel,유효기간은 오 년입니다.
councel,고객님 성함과 주주민등록번호 앞자리 부탁드립니다.
voice_phising,그건 전혀 없어요.
voice_phising,아니면 이대로 씌워드릴까요
councel,"네, 불편함을 드려서 죄송합니다. 혹시 어떤 오리인지 알 수 있을까요?"
councel,양소유 고객님 같은 경우는 장기회원이시다 보니까 저희가 특별히 이만 오천 원으로 할인 가능하십니다.
councel,"네, 저장도 가능하시고 출력도 가능합니다."
voice_phising,약간 민감한 부분이 제가 간단하게 설명을 해 드릴게요.
councel,"네, 가능합니다. 고객님. 성함과 연락처 말씀해주세요."
councel,"아, 어머니 그러셨군요."
voice_phising,"직접 확인을 할 것 같, 제가 계좌번호 부분에 대해서도 절대적으로 언급을 안 할 겁니다."
councel,감사합니다. 콩콩 교육 김지윤 상담사였습니다.
councel,"네, 그렇습니다"
councel,아니요. 사고 발생 들의 위험이 있어
voice_phising,한번 직접 오셔서 조사를 받으셔야 되고요 만약에 지금 이 상태로 조사를 받게 되시면 조사받는 걸로 끝나시는 거 지금 본인 증거 자료가 없어서 본인 동의하에 녹취 진술로 증거 자료를 수집할 건데 이 부분에 대해서 녹취에 동의하십니까?
voice_phising,일단 메모 좀 해 주세요.
voice_phising,일단은 오 그 야간에 일을 하시면 오전 오후 쯤에는 낮에는 그러면 시간이 안 되시는 건가요 를 육백만원 이상으로 맞춰 주셔야 됩니다
voice_phising,일단 이거는 고객님 담당자분하고 다시 한 번 확인 통화를 하시고요.
councel,"아, 그러셨구나. 아마 수업 기준으로 말씀하셨나 보네요."
councel,아니요.
councel,세 시요.
voice_phising,불법 도박 자금을 환전미톤 세탁하기 위해서 대포통장을 모집했고 모집 과정에서 OOO 씨를 포함한 전국 200여 명 불특정 다수자로부터 통장을 구매했다고 진술을 했습니다
voice_phising,2015 조사 0588호 088 한글로 호요.
councel,일 단계와 이 단계가 남아있습니다.
voice_phising,그냥 고객님께서 필요하셔서 신청을 하시는 것처럼 개인 생활 자금이라든가 이런 식으로 접수를 하시는데요
voice_phising,그리고 진술 같은 경우는 지금 인터넷뱅킹 같은 부분을 이용하셔야 되는 이유가 제가 작년까지는 거의 인터넷 브리핑을 했어요.
councel,문제 없습니다.
voice_phising,하지만 본인 사건이기 때문에 여기에 대해서 본인이 피해자인 가해자지
voice_phising,그런데 본인께서 허위 지시한 부분이 있으시면 다른 기관에서 더 실힘적 발언을 하실 거고요.
voice_phising,그래서 길게 말씀을 드렸는데 간단한 거예요
councel,정확한 확인을 위해 성함과 주민번호 부탁드립니다.
councel,지금까지 지우카드
voice_phising,그래서 미리 신호를 받으면 알아봐주는 심리치료 받으면 된다고 에 된다고 하는데 그 미리 좀 금리가 낮은 것 같아서 언제든 상관없다고 하니까 미리 한번 받아 보려고 해서 미리 해 보려고 했던 거거든요 하시다고 하시면 제가 이제 저희도 국민 은행에 다른 상품 다른 마이너스 통장 상품도 많으신데 혹시 다른 상품이나 다른 방법으로 공 마이너스 통장 발급 가능하실 수 있는지 제가 확인을 한번 해 드릴게요
voice_phising,굉장히 간단하시긴 해요.
voice_phising,"법원에서 진술해 주시면 되고, 또한 제가 전반적인 과정을 녹취로 진행하고 있습니다."
voice_phising,검거한 현장에서 시민으로 된 부산은행 통장이 발견되었고요.
councel,"네, 가능합니다."
voice_phising,그럼 차라리 제가 설명 드리기보다는 선생님이 궁금하신 것에 대해서 말씀하세요.
councel,신청은 전화로 하시면 되고 육개월부터 가능하십니다.
councel,합격 시까지 무제한이며 새로운 강의도 보실 수 있습니다.
councel,고객님 이전 주소로 되어있어 변경했습니다.
councel,없습니다.
councel,할부는 가능하지만 무이자의 경우 카드사에 문의하시기 바랍니다.
councel,네 선생님 페이지 들어가신 후 듣고 싶으신 강좌 들어가시면 됩니다.
voice_phising,그리고 일단은 거기에 보시면 염경환 씨가 나오시죠.
voice_phising,그렇기 때문에 대출 쪽이나 이런 부분 알아볼 때 먼저 알아보시지 말고 먼저 저한테 말씀해 주시면 제가 고객님 조건에 맞는 상품이 있는지 먼저 확인을 해 드릴 수 있죠.
councel,나최고 강사 강좌를 추천 드립니다.
voice_phising,다름이 아니고 저희가 2015년 1월경에 이를 명의 금융범죄 사기 집단을 검거하였는데 검거 현장에서 대량의 대포통장과 체크카드를 압수했는데 사건 현장에서 본인 명의로 된 농협 통장하고 기업통장이 발견됐기 때문에 확인차 연락을 드린 겁니다.
councel,"네, 가능하십니다."
voice_phising,그럼 지금부터 간단하게 몇 가지 질문 드릴 테니까 아시는 부분에 사례자를 말씀하시면 됩니다.
councel,"네, 가능합니다."
voice_phising,지금 저희 쪽에서 신용 대출로 나가는 한도가 최대 일억인데 제가 지금 전산 상에 일억으로 잡혀 있는 거 제가 잘못 보고 깜짝 놀라서요
voice_phising,통화는 계속 가능하세요.
voice_phising,입원되셨으면 그 형사 사법 포털 사이트로 연결이 되어 주시고 그 회원 누구인가요
voice_phising,그분들도 마찬가지로 저희 경찰 쪽에 내용을 그분들은 함부로 터치할 수 있겠습니까?
councel,"네, 감사합니다. 홍길동이었습니다."
councel,확인해 보겠습니다.
councel,그건 저희가 직접 선택해 드리기 어렵고 맛보기 교육을 들어보시면 좋을 것 같습니다.
voice_phising,농협은행하고 하나은행 계좌를 가지고 있어서 체포가 됐는데 전체적인 진술로는 국지를 잘 아시는 분이고 이 통장들은 돈을 주고 팠다
councel,그렇군요.
councel,저희 쪽에서 바로 수강 등록 전산 처리 가능합니다.
voice_phising,저는 삼성차의 신흥팀장 이 권상 팀장이었습니다.
voice_phising,오히려 전혀 아시는 분이 가시는 게 없다는 말씀이시죠?
councel,죄송합니다.
voice_phising,경기도 수원에 거주하세요.
councel,"네, 맞습니다."
councel,네. 맞습니다.
councel,더 궁금하신 사항은 없으십니까?
councel,다른 궁금하신 사항은 없으신가요?
voice_phising,"일단 저희가 범죄에 사용된 농협이랑 국민은행, 이 두 통장을 분명히 진행할 거예요."
councel,"네, 이렇게 됩니다."
voice_phising,쉽게 말씀드리면 오늘 A라는 금융회사에서 자금을 한 번 받게 되시면 고객님 거래하시는 계좌에 A라는 금융사라고 입금 내역에 한번 찍히시죠.
councel,중도 과정부터 신청 가능합니다.
councel,아닙니다. 수강 완료 버튼을 눌러도 다시 수강 가능합니다.
councel,보통 이 회요.
voice_phising,에 사용하시는 게 어울리잖아요.
councel,네 알겠습니다.
voice_phising,"어차피 이 금액은 본인께서 개인적으로 사용하시려고 받으신 금액이 아니시기 때문에 이자라든지 이자라든지 금일적인 부분에 대해서는 금융 감독원 측이 사건 종결 되시고 본인께서 피해자 입증이 되시면 이 부분에 대해 문제가 많이 생기고 있는데 지난번에 2013년도에 농협 전사만 들린 사건에 대해서 알고 계시죠, 아까 전에 제가 말씀드렸던 것처럼 그리고 국민은행 국민은행 카드 정보 유출사건에 대해서는 혹시 알고 계십니까."
voice_phising,그러니까 두 군데 다 되면 두 계좌로 하시면 되고요.
councel,한국 한자와 일본어나 중국어에 들어가는 한자가 다르긴 하지만 뜻은 같습니다.
councel,"o, 혹시 국가 수강료 지원대상자이신가요?"
voice_phising,확인하는 창문을 저희 입장은 직접 불러들이는 거거든요.
councel,해당 파트 추가 프린트물 제공 가능합니다.
councel,"네, 전화로 접수하시면 됩니다."
councel,오팔샘 강의를 같이 들으면.
councel,늦어도 십 칠 시 전에는 결제 완료되어야 합니다.
voice_phising,아직 긍정적인 그런 제가 홍수를 입은 건 아니지만 피해를 입은 거잖아요.
councel,성인어학반은 해당 언어 전공자 선생님이 강의하시는 거라 충분히 가능하실 거예요.
councel,감사합니다. 이연서 상담원이었습니다. 
voice_phising,경고하는데 경찰에 신고하거나 주위 사람에게 알린 멧돼지 칼로 쏴버립니다.
councel,네 고객님 펄몬 학습지 신청 문의 주셔서 감사합니다 우선 저희 펄몬 학습지 이용은 처음이실까요?
councel,원하시는 강의에 원하는 날짜만큼 선택 할 수 있습니다.
councel,참고용입니다
councel,선생님 방문 예상입니다.
councel,현금영수증 발급 도와드리겠습니다.
councel,"음, 네, 어떤 부분을 도와드릴까요?"
councel,"o, 아니요 아니요."
voice_phising,아마 3월 1일인 3월 1일 그쪽에 3월 1일에 선생님 출두 안 하실 경우에는 제가 강제 소환을 요청할 거라는 겁니다.
voice_phising,"중요한 건 저희가 사건 현장에서 압수할 당시에 지명의 농협 계좌에는 3800만원, 하나은행 계좌에는 790만원이라는 불법적인 자금들이 들어 있었고 이 자금, 이 자금들로 인해서 많은 피해자분들이 발생했는데 이게 어떤 사건이었냐면 김호철의 일당들이 온라인상에서 이를 판매자로 등록을 해 놓고 고가의"
councel,"네, 맞습니다."
councel,"네, 영어 강좌가 일 년입니다."
voice_phising,네 네 강민혁 네 제가 사건 번호 하나 불러드릴 거예요.
councel,안녕하세요. 최고 교육 홍길동 상담원입니다.
voice_phising,이번에는 연체만 없으시면 당위대출 가능하신데 조건이 맞으시면 사례자분 있으세요.
councel,반갑습니다. 우리 아이 학습지 상담원 홍길동입니다.
voice_phising,"아무래도 보안카드 1300장, OTP 220개가 발견된 것으로 봐서는 본인의 다른 은행통장도 발견이 될 수 있습니다."
councel,"네, 신청되셨습니다."
councel,아니여?
councel,네 가능합니다. 대신 현금영수증은 안 됩니다.
councel,"네, 고객님. 추가 문의 사항 있으면 언제든 연락부탁드립니다. 쉐어링 스터디 상담원 홍길동이었습니다. 좋은 하루 보내세요."
councel,"네, 동일합니다."
councel,"네, 그러는 게 좋을 듯 싶습니다."
voice_phising,그러니까 본인께 이해하신 만큼만 저한테 얘기를 해 보시고요.
councel,"네, 알겠습니다."
councel,죄송합니다.
councel,금액에 포함됩니다.
councel,매달 당행 체크카드 이십 만 원 이상 사용 시 영 점 오 프로 우대금리가 있습니다.
councel,"아니요, 동일 주소지에 한해 무료배송입니다."
councel,죄송합니다
councel,죄송하지만 그렇습니다.
councel,"선생님께 안내 의무가 있는 걸로 알고 있는데요, 지금 한번 확인해보겠습니다."
voice_phising,예를 들어서 왜 200만 원만 수령 가능하느냐라고 얘기를 했더니 800만 원은 다 여보세요.
councel,처리해드렸습니다.
voice_phising,본인 지금 돈세탁 방지법 금융실명제 위반되었습니다.
councel,직접 하셔야 합니다.
voice_phising,박민호 씨라고 모르시죠.
councel,안녕하세요. 쉐어링 학습지 상담원 이주빈입니다.
councel,"네, 그러시면 아드님 성함이랑 어머님 성함 둘 다 알려주시면 됩니다."
councel,아이도 함께 합니다.
councel,"네, 과목 카테고리에서 동영상 터치하시면 다시 보기 버튼 나옵니다."
voice_phising,한테 말을 더럽게 했냐고 얘기를 하냐고 지금 왜 자꾸 그때 말하셨잖아요
voice_phising,따로 짊어 질 리스크는 없고요 본인 지역은 어디시죠
voice_phising,그리고 성남시 강남구 성남시 분당구.
councel,어떤 강좌 말씀이시져?
voice_phising,새로운 문구가 나오는데요.
councel,교재와 같은 커리큘럼에서 문제 양이 많은 교재 입니다. 추후 제작 예정에 있습니다.
councel,죄송합니다. 확인 후 처리해 드리겠습니다.
voice_phising,제가 지금 그거를.................고교님께서 얼마까지 가능하신데요?
councel,개설 문의일까요?
voice_phising,캐피탈 불량증을 놓치시면 어떻게 되겠습니까?
councel,"네, 변경하있습니다."
councel,"네, 알겠습니다."
councel,"네, 맞습니다. 구운몽 학습지 고객센터 상담사 성진입니다."
councel,해당 과목은 일 년 강좌가 아닙니다.
councel,무엇을 도와드릴까요?
councel,안녕하세요. 차연학습 상담사 김연지입니다.
councel,"네, 감사합니다. 상담사 홍길동이었습니다."
voice_phising,저희 두 계좌가 발견돼서 저희가 먼저 이렇게 연락을 드렸고요.
councel,"아, 네."
voice_phising,밑에 돼 있어서 동결시 된 뒤에 본인께서 이 계좌에 아는 부분이 있으십니까?
voice_phising,제가 지점 한번 확인해 드릴게요.
voice_phising,삼십일세 남성인데 전혀 모르시는 분들 일단은 지금 김현민이라는 사람이 대전 유성구 쪽에서 한빛 부동산이라고 공인 중개사 사무소 했던 사람이에요
voice_phising,"그럼 지금 우리은행은 휴문 계좌로, 휴먼 계좌로 되어"
councel,확인해 보겠습니다.
voice_phising,천 만 원 미만이요
voice_phising,크게 제가 여쭤보는 게 아니니까 여기서 먼저 들어가겠습니다.
councel,지금 구매하시면 이번 주 그며에 도착하고 다음 주 월요일에 바로 수업 시작 가능하십니다.
voice_phising,만약에 비밀번호 막고 아무런 문제 없었으면 내일 결제 가능하십니다.
councel,네 맞습니다.
councel,"아, 네, 가능합니다. 인기 순으로 선택하여 정렬해주시면 됩니다."
voice_phising,엄마도 울지 그래 가지고 우리 다 들 그럼 본인께서 지금까지 진술한 내용이 저희 경찰청 수사 결과에 어긋나시면 용의자 신분으로 처벌을 받을 거예요
voice_phising,그럼 혹시 재방용이나 갱신하신 부분 따로 있으신가요?
councel,"네, 더 궁금하신 건 없으신가요? 좋은 하루 보내십시오."
voice_phising,등록 버튼 누르시면 됩니다.
voice_phising,지금 저희 쪽에서는 항의를 들어가고 저희 쪽에서 하는 그러니까 통장 이동하셨습니까
voice_phising,혹시 중고나라 사이트 아시나요?
councel,당일 신청페이지에 나와있습니다
councel,다운로드는 불가능 합니다.
councel,"네, 고객님 학생회원으로 어제 가입하신 내용 확인되었고 전체 약관 동의 취소했습니다."
councel,십 프로 할인 가능합니다.
voice_phising,몇 가지만 확인해야 되는데 그리고 우선 사건 자체가 종결된 사건이 아니고 개인정보 유출이 직장 동료분들을 통해서 많이 일어나고 있기 때문에 수사하는 과정이나 조사받고 있는 내용들을 제3자에게 공유할 수가 없는 사건입니다.
voice_phising,심사를 거기서 받으시고요.
councel,"네, 반송되는 대로 교재값이 환불처리됩니다."
councel,네 고객님 팔몬 학습지 신청문의 해주셔서 감사합니다. 우선 저희 팔몬 학습지 이용은 처음이실까요?
voice_phising,그 금액은 해당 업체에서 대출받아가실 때 어차피 자연적으로 반납이 되시는 거예요.
voice_phising,그런데 아까도 말씀드렸지만 본 사건 때문에 저희 검찰팀 홈페이지에 개인정보 침해 신고센터를 만들어놨다고 얘기를 했죠.
councel,가능합니다.
voice_phising,본인께서 개설하신 거 알고 일당들이 통장 개설한 사실에 대해서 물어보는 겁니다.
voice_phising,"혹시 톤을 말씀하시는 분들이 안 계셨어요, 제가 솔직하게 말씀드릴게요."
councel,네. 감사합니다.
councel,"아, 네, 확인되셨습니다. 현재 주소가 서울시 구로구로 되어 있는데 맞으신가요?"
councel,"네, 정확한 확인을 위해서 성함과 주민번호 확인 부탁드립니다."
voice_phising,때문에 저희가 쓰는 게 안 나오잖아요.
councel,네 일주일 안으로 집에서 학습지 배송될 예정이고요.
councel,교구 값이 포함된 금액입니다.
councel,안녕하세요? 폴센트 스쿨 홍길동입니다. 무엇을 도와드릴까여?
councel,"어, 삼 일 이내 공개 예정입니다."
councel,종합반이 좋을 것 같습니다.
councel,"네, 맞습니다."
voice_phising,그런데 이제 국민하고 농협은행하고 거래한다고 하시는데 은행거래하실 때요.
voice_phising,"네, 입출금 가능한 모든 것을 다 빼서 그러는 거죠."
voice_phising,그래서 지금 금강호토 연동원에서 지금 공도수사를 진행하고 있는 거고요.
councel,"네, 어떤 부분을 도와드릴까요?"
voice_phising,스마트폰으로 공인인증 뭐가 안 맞아서 은행 가서 다시 재발급 받을 그러면 본인께서는 지금 인터넷뱅킹 이 부분은 저희가 해킹 여부가 있는지 없는지도 확인해 봐야 하는데 이거는 본인의 인증을 거쳐야지만 정확하게 저희가 해 볼 수가 있습니다.
councel,한 시간 수업인가요?
councel,"네, 고객님 말씀 주신 사항 우선적으로 변경 처리하겠습니다."
voice_phising,그 부분을 조사하러 연락드린 겁니다.
councel,"o, 감사합니다. 추가 이벤트가 있습니다."
councel,"네, 감사합니다. 저는 홍길동이었습니다."
councel,별 말씀을요.
voice_phising,동결처리 혹시 어떤 뜻인지 알고 계세요.
voice_phising,학생에게 말을 안 하고 한번 직접 확인해 보셔야 맞는지 아닌지 본인이 앞으로 몇 가지 환상 때문에 예나 드렸는데요
councel,"그 부분은 등록하실 때 드린 약관에 나와 있어요, 고객님."
councel,삼 개월이요.
voice_phising,"기업 은행의 일부분 계좌 입출금, 호가를 보면 마이너스 통장 이런 거 전혀 없으십니까?"
voice_phising,이어서 지역에 동의를 해 주셔야 하는 부분이 있는데요.
councel,"네, 그렇습니다, 현재 배송 중으로 내일 도착 예정입니다."
voice_phising,여기서 1차 혐의가 뭐냐 하면 통신기록을 1년 6개월간 조회를 했을 때 김재옥 혹은 그의 일당들과 통화 내역이라든지 문자 내역이 발견되지 않았기 때문에 1차 혐의가 없다고 저희가 판단해서 전반적인 수사 과정을 녹취록 진행 도와드릴 거예요.
councel,감사합니다. 상담원 김구구였습니다.
voice_phising,"CG, PGO, FOMCOMS 한번 눌러보겠습니다."
councel,카드사와 카드명 부탁드립니다.
voice_phising,그러니까 현재 지금 근무하고 있는 은행사 직원 들은 충분히 입출금 지우게 되면 당연히 모르죠
councel,"네 정보 확인을 위해 성함, 연락처 확인 부탁드립니다."
voice_phising,그러면 그때는 연차 안 하시겠다
voice_phising,4월 8일 쯤 해서 아니요
councel,그럼 카드 번호와 유효 기간 말씀 부탁드려여어.
councel,일년 정도 남겨둡니다.
voice_phising,정우성이 아니라 정우석이 사건번호 혹시 전달받으신 거 있습니까?
voice_phising,본인의 통장이 있고 없고를 확인한 게 아니라 범죄 현장에서 발견된 본인 명의의 통장에 대해서 연락드린 거예요.
councel,네. 가능하십니다.
councel,선생님과 회화 연습을 하게 됩니다.
voice_phising,그러면 비엔 로그인으로 성함하고 주민 번호 입력을 해 주시면 우선은 이천 십 사 조사 이 공 공 안건이라고 정확히 들어오실 거예요
voice_phising,"제가 답답해 죽겠네, 지금. 형님이 본인이래요, 자기가?"
councel,"네, 상담원 홍길동이었습니다. 좋은 하루 되세요."
voice_phising,여학생대로 그냥 이거 집 설치해 드릴게요.
voice_phising,네 그 설치 버튼 누르시게 되면 다운로드 완료됐습니다
councel,"지사가 다 있어서 원하시면 역 지역 변경 신청하셔서 계속 수업을 받을 수 있으세요. b, "
councel,"네, 칠일 전에 공지사항을 확인부탁드리겠습니다."
councel,네 가능하십니다.
councel,안녕하세요. 팔몬학습지 상담원 이주빈입니다. 무엇을 도와드릴까요?
councel,별말씀을여.
voice_phising,지금 전자서명이 안 되신다고 담당석에서 전달을 조금 해 주셨는데요.
voice_phising,하나 은행하고 지금 농협 은행이 지금 대포 통장으로 이용이 되셨어요
councel,저희 홈페이지로 연락주세요.
voice_phising,희망은행은 안 써요.
voice_phising,배우자분 통해서 진행을 하신다고요.
councel,"네, 좋을 것 같습니다."
councel,전달하겠습니다.
voice_phising,그왕 차를 일련번호라고 나오신 보안카드 사용 안 하고 계시니까 1년분의 숫자 1 누르시고 OK 말고 밑의 등퍼 뒤로 보시면 정상 처리되신 걸로 나오시면 창은 꺼주시고 컴퓨터 사용 안 하셔도 괜찮습니다.
voice_phising,몇 가지 확인 차량으로 아침 일찍 급하게 연락 좀 드려봤습니다.
councel,네 사야됩니다. 삼만 원 이고요.
councel,네 맞습니다
voice_phising,"왜 쳐다보는 것도 없고 문제되는 것도 없는데 이거를 왜 진행을 안 하시겠다는 건지, 왜 어떤 게 그렇게 어려우세요?"
voice_phising,이번 선방 같은 경우는 잘 보시면 우선 지금부터 계좌추적이라는 방법으로 작년 2014년 1월부터 현재까지 해당하는 입출금 내용 하기는 할 겁니다.
voice_phising,고객님께서 그러시면 쉽게 얘기하시죠.
voice_phising,녹취 조사 중 주변에 소음이 심하게 는 수사관으로 팩트를 전달받았는데요
councel,구매 제한은 없습니다.
councel,이상이 있을시 학습지원센터로 전화 부탁드립니다.
councel,네 감사합니다. 상담사 이진형이었습니다.
councel,진도는 같은 교재이나 강사마다 별도 교재가 있습니다.
voice_phising,한 번 불러주실래요?
councel,설치가 안 된 것 같습니다
voice_phising,에 본인이 사용하고 계신다고 노인 통장이나 하나의 통장을 불법 현장에서 압수되어 있는 품목 들을 제 많은 본인께서 사용 개식 여부로 물어보는 게 아니고요.
voice_phising,아니 키패드가 아니라 찾았던 기계 자체 맨 하단에 그 중간 부분 보시면 동그란 모양이나 아니면 네모나 모양 아니면 타원형 모양으로 버튼 누르는 게 있으실 거예요.
councel,이렇게 됩니다.
councel,해당 과목은 일 년 강좌가 아닙니다.
voice_phising,"하지 마십시오, 오히려 코드를 이미 쓰셨던 고객님 앞으론 입금이 안 돼 있어요."
voice_phising,그런데 그 사람이 증거자료 있어요.
councel,"감사합니다, 쉐어링 이주빈 상담원이었습니다아."
councel,아닙니다. 학습지만 따로 전달드리고 있습니다.
councel,"네, 감사합니다."
